epoch,step,train_acc,train_loss,val_acc,val_loss
12,2449,0.59375,1.4710975885391235,,
12,2499,0.78125,1.3541574478149414,,
12,2549,0.78125,1.3632280826568604,,
12,2573,,,0.7446134090423584,1.3755805492401123
13,2599,0.71875,1.2510203123092651,,
13,2649,0.6875,1.3525062799453735,,
13,2699,0.4375,1.3941363096237183,,
13,2749,0.34375,1.3926156759262085,,
13,2771,,,0.7351077198982239,1.3767095804214478
14,2799,0.75,1.3935409784317017,,
14,2849,0.75,1.400086760520935,,
14,2899,0.59375,1.3151854276657104,,
14,2949,0.59375,1.372740626335144,,
14,2969,,,0.7427123188972473,1.3736120462417603
15,2999,0.84375,1.407921314239502,,
15,3049,0.59375,1.3927079439163208,,
15,3099,0.46875,1.3875237703323364,,
15,3149,0.59375,1.4036458730697632,,
15,3167,,,0.7275031805038452,1.3748844861984253
16,3199,0.71875,1.2573528289794922,,
16,3249,0.5625,1.4218577146530151,,
16,3299,0.375,1.4700676202774048,,
16,3349,0.78125,1.383963942527771,,
16,3365,,,0.7217997312545776,1.3757812976837158
17,3399,0.78125,1.3455479145050049,,
17,3449,0.59375,1.3581773042678833,,
17,3499,0.75,1.4986650943756104,,
17,3549,0.46875,1.4039653539657593,,
17,3563,,,0.6368821263313293,1.3756041526794434
18,3599,0.53125,1.3747392892837524,,
18,3649,0.125,1.3166229724884033,,
18,3699,0.28125,1.4242093563079834,,
18,3749,0.53125,1.3971686363220215,,
18,3761,,,0.678073525428772,1.3737767934799194
19,3799,0.65625,1.4612481594085693,,
19,3849,0.53125,1.3688831329345703,,
19,3899,0.5,1.3983887434005737,,
19,3949,0.625,1.3914979696273804,,
19,3959,,,0.5640050768852234,1.3729164600372314
20,3999,0.375,1.3537184000015259,,
20,4049,0.4375,1.4243900775909424,,
20,4099,0.625,1.4143402576446533,,
20,4149,0.53125,1.3247231245040894,,
20,4157,,,0.4765526056289673,1.3747917413711548
21,4199,0.15625,1.3901147842407227,,
21,4249,0.375,1.3288154602050781,,
21,4299,0.34375,1.3566818237304688,,
21,4349,0.6875,1.3511821031570435,,
21,4355,,,0.5088719725608826,1.3699607849121094
22,4399,0.4375,1.3861645460128784,,
22,4449,0.375,1.3573527336120605,,
22,4499,0.53125,1.4316095113754272,,
22,4549,0.5,1.4210201501846313,,
22,4553,,,0.5240811109542847,1.373526930809021
23,4599,0.40625,1.4107810258865356,,
23,4649,0.5625,1.3518975973129272,,
23,4699,0.375,1.3458540439605713,,
23,4749,0.59375,1.395317554473877,,
23,4751,,,0.5050697326660156,1.3707301616668701
24,4799,0.375,1.3960447311401367,,
24,4849,0.40625,1.5099432468414307,,
24,4899,0.09375,1.4592877626419067,,
24,4949,0.5,1.1847951412200928,,
24,4949,,,0.45564004778862,1.3695422410964966
25,4999,0.59375,1.3783657550811768,,
25,5049,0.28125,1.523747444152832,,
25,5099,0.59375,1.368620753288269,,
25,5147,,,0.6730037927627563,1.373103380203247
26,5149,0.78125,1.3265348672866821,,
26,5199,0.4375,1.447372555732727,,
26,5249,0.28125,1.3979816436767578,,
26,5299,0.375,1.2857537269592285,,
26,5345,,,0.5576679110527039,1.371712565422058
27,5349,0.6875,1.3586598634719849,,
27,5399,0.5,1.3371632099151611,,
27,5449,0.3125,1.4058644771575928,,
27,5499,0.28125,1.4398720264434814,,
27,5543,,,0.4290240705013275,1.3724740743637085
28,5549,0.375,1.3851677179336548,,
28,5599,0.375,1.3540550470352173,,
28,5649,0.40625,1.3203750848770142,,
28,5699,0.4375,1.3264386653900146,,
28,5741,,,0.45880863070487976,1.3686769008636475
29,5749,0.5625,1.4348148107528687,,
29,5799,0.625,1.3274184465408325,,
29,5849,0.53125,1.3659025430679321,,
29,5899,0.53125,1.3406357765197754,,
29,5939,,,0.3016476631164551,1.3769537210464478
