epoch,step,train_acc,train_loss,val_acc,val_loss
9,1979,,,0.8206590414047241,0.670947790145874
10,1999,0.78125,0.7941775918006897,,
10,2049,0.78125,0.7560923099517822,,
10,2099,0.78125,0.7747476696968079,,
10,2149,0.875,0.5190839171409607,,
10,2177,,,0.8206590414047241,0.6697087287902832
11,2199,0.75,0.8779440522193909,,
11,2249,0.875,0.5305931568145752,,
11,2299,0.90625,0.4334227740764618,,
11,2349,0.875,0.5185458064079285,,
11,2375,,,0.8206590414047241,0.6665153503417969
12,2399,0.78125,0.77362060546875,,
12,2449,0.71875,0.9768194556236267,,
12,2499,0.8125,0.6927393078804016,,
12,2549,0.84375,0.6004841923713684,,
12,2573,,,0.8206590414047241,0.6682534217834473
13,2599,0.84375,0.6064848899841309,,
13,2649,0.875,0.5370280146598816,,
13,2699,0.90625,0.4382096827030182,,
13,2749,0.9375,0.38184839487075806,,
13,2771,,,0.8206590414047241,0.665677011013031
14,2799,0.8125,0.6945131421089172,,
14,2849,0.84375,0.6162205934524536,,
14,2899,0.78125,0.7788221836090088,,
14,2949,0.84375,0.6129739880561829,,
14,2969,,,0.8206590414047241,0.6702736020088196
15,2999,0.875,0.5201584100723267,,
15,3049,0.78125,0.7663760185241699,,
15,3099,0.875,0.5117465853691101,,
15,3149,0.75,0.8351073265075684,,
15,3167,,,0.8206590414047241,0.6659088730812073
16,3199,0.8125,0.6903707385063171,,
16,3249,0.78125,0.7563303709030151,,
16,3299,0.84375,0.6061578392982483,,
16,3349,0.75,0.8340281844139099,,
16,3365,,,0.8206590414047241,0.6686840653419495
17,3399,0.90625,0.43039560317993164,,
17,3449,0.71875,0.9302656650543213,,
17,3499,0.96875,0.2831517159938812,,
17,3549,0.71875,0.9964888691902161,,
17,3563,,,0.8206590414047241,0.673856258392334
18,3599,0.84375,0.5958704352378845,,
18,3649,0.90625,0.4448724389076233,,
18,3699,0.84375,0.6027911305427551,,
18,3749,0.84375,0.6103867292404175,,
18,3761,,,0.8206590414047241,0.6680117845535278
19,3799,0.84375,0.6019333004951477,,
19,3849,0.90625,0.4657662510871887,,
19,3899,0.875,0.535960853099823,,
19,3949,0.78125,0.7704769968986511,,
19,3959,,,0.8206590414047241,0.6671957969665527
20,3999,0.84375,0.60040682554245,,
20,4049,0.8125,0.6992555856704712,,
20,4099,0.90625,0.45274609327316284,,
20,4149,0.84375,0.6058824062347412,,
20,4157,,,0.8206590414047241,0.6679312586784363
21,4199,0.71875,0.9182803630828857,,
21,4249,0.8125,0.6887951493263245,,
21,4299,0.9375,0.3328995406627655,,
21,4349,0.75,0.8324912190437317,,
21,4355,,,0.8206590414047241,0.6701433658599854
22,4399,0.875,0.5228860378265381,,
22,4449,0.875,0.5130917429924011,,
22,4499,0.84375,0.6029433012008667,,
22,4549,0.84375,0.6209474802017212,,
22,4553,,,0.8206590414047241,0.667880117893219
23,4599,0.875,0.5218408107757568,,
23,4649,0.78125,0.787063479423523,,
23,4699,0.78125,0.777825653553009,,
23,4749,0.875,0.5238597989082336,,
23,4751,,,0.8206590414047241,0.6686899662017822
24,4799,0.71875,0.8923898935317993,,
24,4849,0.75,0.8391307592391968,,
24,4899,0.71875,0.953959584236145,,
24,4949,0.8333333134651184,0.6467691659927368,,
24,4949,,,0.8206590414047241,0.6694446802139282
25,4999,0.8125,0.6988826990127563,,
25,5049,0.875,0.5228615999221802,,
25,5099,0.90625,0.44571205973625183,,
25,5147,,,0.8206590414047241,0.6673343181610107
26,5149,0.75,0.8428946137428284,,
26,5199,0.8125,0.6964308619499207,,
26,5249,0.71875,0.926476001739502,,
26,5299,0.875,0.5060901045799255,,
26,5345,,,0.8206590414047241,0.66983562707901
27,5349,0.84375,0.5955838561058044,,
27,5399,0.90625,0.4400932192802429,,
27,5449,0.90625,0.4351879358291626,,
27,5499,0.78125,0.7906606793403625,,
27,5543,,,0.8206590414047241,0.668441891670227
28,5549,0.8125,0.682731568813324,,
28,5599,0.6875,1.0060999393463135,,
28,5649,0.875,0.5141466856002808,,
28,5699,0.8125,0.6751881241798401,,
28,5741,,,0.8206590414047241,0.6666195392608643
29,5749,0.90625,0.42896491289138794,,
29,5799,0.75,0.8537530899047852,,
29,5849,0.8125,0.6908321380615234,,
29,5899,0.90625,0.4170458912849426,,
29,5939,,,0.8206590414047241,0.6671367883682251
