epoch,step,train_acc,train_loss,val_acc,val_loss
22,4553,,,0.8326995968818665,0.6352546215057373
23,4599,0.8125,0.6854620575904846,,
23,4649,0.71875,0.944632887840271,,
23,4699,0.84375,0.6011143326759338,,
23,4749,0.875,0.5337921977043152,,
23,4751,,,0.8326995968818665,0.6372401118278503
24,4799,0.84375,0.5944934487342834,,
24,4849,0.8125,0.6988402009010315,,
24,4899,0.78125,0.7675069570541382,,
24,4949,0.5,1.4592899084091187,,
24,4949,,,0.8326995968818665,0.6357830166816711
25,4999,0.875,0.527289867401123,,
25,5049,0.875,0.5129762887954712,,
25,5099,0.84375,0.6034337282180786,,
25,5147,,,0.8326995968818665,0.635547935962677
26,5149,0.84375,0.5909876227378845,,
26,5199,0.84375,0.6153117418289185,,
26,5249,0.75,0.845523476600647,,
26,5299,0.8125,0.6647752523422241,,
26,5345,,,0.8326995968818665,0.6352099180221558
27,5349,0.90625,0.4388173520565033,,
27,5399,0.875,0.5183721780776978,,
27,5449,0.8125,0.649381697177887,,
27,5499,0.78125,0.7747623324394226,,
27,5543,,,0.8326995968818665,0.6348817944526672
28,5549,0.9375,0.35641616582870483,,
28,5599,0.84375,0.5949659943580627,,
28,5649,0.8125,0.67192143201828,,
28,5699,0.71875,0.9609173536300659,,
28,5741,,,0.8326995968818665,0.6346824765205383
29,5749,0.90625,0.43041718006134033,,
29,5799,0.875,0.5063300728797913,,
29,5849,0.71875,0.9269965291023254,,
29,5899,0.78125,0.7741402983665466,,
29,5939,,,0.8326995968818665,0.6349395513534546
