epoch,step,train_acc,train_loss,val_acc,val_loss
14,2799,0.75,1.548887014389038,,
14,2849,0.6875,1.5475549697875977,,
14,2899,0.75,1.5144450664520264,,
14,2949,0.75,1.5475987195968628,,
14,2969,,,0.8193916082382202,1.583681344985962
15,2999,0.90625,1.5974462032318115,,
15,3049,0.78125,1.5762401819229126,,
15,3099,0.84375,1.5736355781555176,,
15,3149,0.78125,1.5381646156311035,,
15,3167,,,0.8193916082382202,1.5812135934829712
16,3199,0.84375,1.5402235984802246,,
16,3249,0.78125,1.5562961101531982,,
16,3299,0.8125,1.5538060665130615,,
16,3349,0.5625,1.5244226455688477,,
16,3365,,,0.8193916082382202,1.5787696838378906
17,3399,0.875,1.5935481786727905,,
17,3449,0.78125,1.5823107957839966,,
17,3499,0.8125,1.5941307544708252,,
17,3549,0.9375,1.6058921813964844,,
17,3563,,,0.8149556517601013,1.5788336992263794
18,3599,0.78125,1.5693751573562622,,
18,3649,0.875,1.5668007135391235,,
18,3699,0.875,1.656826138496399,,
18,3749,0.8125,1.5909357070922852,,
18,3761,,,0.8193916082382202,1.5793261528015137
19,3799,0.875,1.557742714881897,,
19,3849,0.78125,1.5806941986083984,,
19,3899,0.8125,1.5650498867034912,,
19,3949,0.84375,1.5808457136154175,,
19,3959,,,0.8193916082382202,1.5809296369552612
20,3999,0.84375,1.5571662187576294,,
20,4049,0.875,1.5844095945358276,,
20,4099,0.78125,1.5313529968261719,,
20,4149,0.6875,1.553078293800354,,
20,4157,,,0.8193916082382202,1.584459662437439
21,4199,0.9375,1.582568883895874,,
21,4249,0.75,1.4796544313430786,,
21,4299,0.9375,1.6173954010009766,,
21,4349,0.8125,1.5862174034118652,,
21,4355,,,0.8193916082382202,1.5808682441711426
22,4399,0.625,1.4894746541976929,,
22,4449,0.90625,1.5941238403320312,,
22,4499,0.75,1.570217490196228,,
22,4549,0.875,1.5733195543289185,,
22,4553,,,0.8174905180931091,1.5843230485916138
23,4599,0.8125,1.5527288913726807,,
23,4649,0.875,1.6044138669967651,,
23,4699,0.8125,1.5884283781051636,,
23,4749,0.8125,1.5961849689483643,,
23,4751,,,0.8181242346763611,1.5823477506637573
24,4799,0.78125,1.57529616355896,,
24,4849,0.71875,1.5520246028900146,,
24,4899,0.59375,1.5648130178451538,,
24,4949,0.8333333134651184,1.6459991931915283,,
24,4949,,,0.8187578916549683,1.581028699874878
25,4999,0.78125,1.5428401231765747,,
25,5049,0.78125,1.576211929321289,,
25,5099,0.78125,1.5734931230545044,,
25,5147,,,0.8155893683433533,1.5838104486465454
26,5149,0.8125,1.5831164121627808,,
26,5199,0.75,1.57725989818573,,
26,5249,0.90625,1.5982143878936768,,
26,5299,0.78125,1.5460608005523682,,
26,5345,,,0.8187578916549683,1.5797051191329956
27,5349,0.84375,1.5798639059066772,,
27,5399,0.8125,1.6343570947647095,,
27,5449,0.875,1.6122697591781616,,
27,5499,0.96875,1.6388659477233887,,
27,5543,,,0.8143219351768494,1.5830037593841553
28,5549,0.9375,1.5938794612884521,,
28,5599,0.90625,1.613910436630249,,
28,5649,0.875,1.587315559387207,,
28,5699,0.78125,1.564446210861206,,
28,5741,,,0.8130545020103455,1.5822198390960693
29,5749,0.9375,1.6415188312530518,,
29,5799,0.875,1.6535602807998657,,
29,5849,0.78125,1.551087498664856,,
29,5899,0.8125,1.5496277809143066,,
29,5939,,,0.8187578916549683,1.5867334604263306
