iter	MultiClass
629	0.1252985941
630	0.1251805317
631	0.1250992905
632	0.1249554297
633	0.1248277939
634	0.1247643499
635	0.1246588323
636	0.1245148384
637	0.1244502929
638	0.1243728615
639	0.1242008983
640	0.1241325185
641	0.124023352
642	0.123776472
643	0.1236408076
644	0.1233655233
645	0.1231873678
646	0.1230664764
647	0.1230023568
648	0.1228780628
649	0.1227345558
650	0.1225262838
651	0.1224204216
652	0.1222399877
653	0.1219995675
654	0.1219027253
655	0.1217783357
656	0.1216467331
657	0.1214554653
658	0.1213299029
659	0.1212210834
660	0.1210888898
661	0.1209013552
662	0.120742856
663	0.1206878526
664	0.120431194
665	0.1203275965
666	0.1201461064
667	0.1200608478
668	0.1198438854
669	0.119659975
670	0.1195706274
671	0.1195143498
672	0.1192885813
673	0.1191343524
674	0.1189670821
675	0.1186866433
676	0.1186062304
677	0.1185303198
678	0.1184352161
679	0.1183542285
680	0.1182344079
681	0.1181644455
682	0.1179172642
683	0.1178703687
684	0.1177559925
685	0.1175939505
686	0.1173614518
687	0.1171470313
688	0.1169748853
689	0.1168024097
690	0.1166552274
691	0.1164200421
692	0.1163438791
693	0.1161406713
694	0.1160434399
695	0.1158499224
696	0.1157607944
697	0.1156346349
698	0.1153998494
699	0.1153080272
700	0.1152341992
701	0.115165539
702	0.1149642431
703	0.1148224969
704	0.1146901277
705	0.1146104897
706	0.1145350589
707	0.1144354824
708	0.1142451856
709	0.1141605539
710	0.1140389032
711	0.1139456003
712	0.113695518
713	0.1135573445
714	0.1134888651
715	0.1132894394
716	0.1131606387
717	0.1129111052
718	0.1127032362
719	0.1125145158
720	0.1124204551
721	0.1122473534
722	0.1120753132
723	0.1119898728
724	0.1119215764
725	0.1118400271
726	0.1116878458
727	0.1114650526
728	0.1113037467
729	0.1111463011
730	0.1109292006
731	0.1107455315
732	0.1106326831
733	0.1105182146
734	0.1103159778
735	0.1101501906
736	0.1098414103
737	0.1097665128
738	0.1096928135
739	0.10950606
740	0.1092595096
741	0.1091253441
742	0.1089466167
743	0.1088279544
744	0.1087234964
745	0.1085622737
746	0.1084196338
747	0.1082997396
748	0.1082119959
749	0.1081576836
750	0.1079326793
751	0.1077268689
752	0.1076367188
753	0.1074760866
754	0.1073500179
755	0.107244099
756	0.1071520753
757	0.1070949795
758	0.1070144168
759	0.1068417158
760	0.1066392046
761	0.1065328335
762	0.1064391055
763	0.1062898248
764	0.1061523628
765	0.1060431739
766	0.1059085101
767	0.1057565179
768	0.1056360007
769	0.1055468506
770	0.1054743736
771	0.1053515522
772	0.1051654481
773	0.105073425
774	0.1049896581
775	0.1048289069
776	0.1046920616
777	0.1045840069
778	0.1045014145
779	0.1043579258
780	0.1041111961
781	0.1039352632
782	0.1037353815
783	0.1034970818
784	0.1034142543
785	0.1032284471
786	0.1030989939
787	0.1028959655
788	0.1027896781
789	0.1025191345
790	0.1023034691
791	0.1021386778
792	0.1020871645
793	0.1019185764
794	0.1018529849
795	0.101633073
796	0.1014670106
797	0.1013662226
798	0.1012518009
799	0.1011476922
800	0.1010026563
801	0.100919246
802	0.100859927
803	0.1008178397
804	0.1007058994
805	0.1006053652
806	0.1005459139
807	0.1004356602
808	0.1003317072
809	0.1001763834
810	0.1000006705
811	0.09989114157
812	0.09979480046
813	0.09970030013
814	0.09962508005
815	0.09953061895
816	0.09946692636
817	0.09932282479
818	0.09925032771
819	0.09914873725
820	0.09895501309
821	0.09878666524
822	0.09874042436
823	0.09866173022
824	0.09855955129
825	0.09843978445
826	0.09829436911
827	0.09813538808
828	0.09795327029
829	0.09787238997
830	0.09778303578
831	0.09757144509
832	0.09745166892
833	0.09734577085
834	0.09728141628
835	0.09721725428
836	0.09713704838
837	0.09700237814
838	0.09691066239
839	0.09677200573
840	0.09661087775
841	0.0965583979
842	0.09643450358
843	0.09624554984
844	0.09615943309
845	0.0959584389
846	0.09584673706
847	0.09572974934
848	0.09567717954
849	0.09548403379
850	0.09535444474
851	0.09527127563
852	0.09520221288
853	0.09503991301
854	0.09495907522
855	0.09481273275
856	0.09471720382
857	0.09453675594
858	0.09445553217
859	0.09431494236
860	0.09426675343
861	0.09416860569
862	0.09408933569
863	0.09398576875
864	0.09392992126
865	0.09376021883
866	0.09369096645
867	0.09360074217
868	0.09334327014
869	0.0932766351
870	0.09319222888
871	0.09311962286
872	0.09306007263
873	0.09289107155
874	0.09269869013
875	0.09256959748
876	0.09251091084
877	0.09241159833
878	0.09229721341
879	0.092202444
880	0.09215440379
881	0.09207962526
882	0.09193513337
883	0.09186781334
884	0.09178458247
885	0.09167788239
886	0.09148540575
887	0.09140319616
888	0.09119049737
889	0.09108361036
890	0.09102960281
891	0.09091335398
892	0.09079065386
893	0.09060122317
894	0.09043775207
895	0.09019433291
896	0.09009337935
897	0.09003286919
898	0.08988160731
899	0.08972830055
900	0.08962453655
901	0.08946783003
902	0.0894406621
903	0.08935927688
904	0.08932123724
905	0.0891442237
906	0.08903165541
907	0.08891736119
908	0.08878398705
909	0.08863544774
910	0.08851682848
911	0.08838123402
912	0.08830874141
913	0.08809217003
914	0.08789495474
915	0.08780194729
916	0.0877626607
917	0.08765508855
918	0.08759531193
919	0.08745989938
920	0.08735902069
921	0.08730358146
922	0.08723630664
923	0.08707419822
924	0.08699672721
925	0.0868749635
926	0.08683157067
927	0.08663344888
928	0.0865664205
929	0.08650303586
930	0.08635278642
931	0.08626865715
932	0.08615355018
933	0.08604976833
934	0.08598967874
935	0.08590067295
936	0.08577888222
937	0.08568182462
938	0.08557400629
939	0.08546278884
940	0.08535298038
941	0.08525194956
942	0.08517257677
943	0.0851137932
944	0.08501945268
945	0.08493909383
946	0.08486436446
947	0.08477263302
948	0.08468289326
949	0.08463216121
950	0.08458390314
951	0.0845104751
952	0.0844096244
953	0.08434148668
954	0.08425694813
955	0.08416910729
956	0.08411228703
957	0.08396159971
958	0.08380625227
959	0.0836022545
960	0.08348754303
961	0.08338697321
962	0.0833050511
963	0.08324289647
964	0.08311600322
965	0.08303953552
966	0.08291454025
967	0.08283683265
968	0.08264927751
969	0.0825838436
970	0.08251635588
971	0.08244567088
972	0.08233117597
973	0.08223585983
974	0.08214391879
975	0.08210466921
976	0.08206105009
977	0.08196687254
978	0.08188975907
979	0.08173269657
980	0.08167146482
981	0.08161316955
982	0.08144488052
983	0.08141732043
984	0.08131769384
985	0.08125165363
986	0.08109614792
987	0.08098189544
988	0.08089476197
989	0.08086055674
990	0.08072835825
991	0.08068788033
992	0.08055806814
993	0.08046182212
994	0.08030960389
995	0.08021015959
996	0.08009412523
997	0.08003774812
998	0.0799556559
999	0.07985739717
