epoch,step,train_acc,train_loss,val_acc,val_loss
17,3563,,,0.8276299238204956,0.6475277543067932
18,3599,0.8125,0.6917930841445923,,
18,3649,0.875,0.5070424675941467,,
18,3699,0.96875,0.28517261147499084,,
18,3749,0.6875,1.0113943815231323,,
18,3761,,,0.8276299238204956,0.6474860310554504
19,3799,0.90625,0.4561552107334137,,
19,3849,0.875,0.5208517909049988,,
19,3899,0.8125,0.6827973127365112,,
19,3949,0.8125,0.6856077313423157,,
19,3959,,,0.8276299238204956,0.6470629572868347
20,3999,0.875,0.5173597931861877,,
20,4049,0.84375,0.6048403382301331,,
20,4099,0.8125,0.6877676844596863,,
20,4149,0.78125,0.7438410520553589,,
20,4157,,,0.8276299238204956,0.6480448246002197
21,4199,0.78125,0.7927389144897461,,
21,4249,0.8125,0.6964460015296936,,
21,4299,0.84375,0.6249954700469971,,
21,4349,0.84375,0.6182373762130737,,
21,4355,,,0.8276299238204956,0.6468252539634705
22,4399,0.75,0.844719409942627,,
22,4449,0.90625,0.4564257264137268,,
22,4499,0.6875,0.9989697933197021,,
22,4549,0.84375,0.5957247614860535,,
22,4553,,,0.8276299238204956,0.6469036936759949
23,4599,0.84375,0.5956116914749146,,
23,4649,0.84375,0.608125627040863,,
23,4699,0.78125,0.7595490217208862,,
23,4749,0.75,0.8790755271911621,,
23,4751,,,0.8276299238204956,0.6480067372322083
24,4799,0.90625,0.450426310300827,,
24,4849,0.8125,0.7053503394126892,,
24,4899,0.90625,0.44391879439353943,,
24,4949,1.0,0.19421638548374176,,
24,4949,,,0.8276299238204956,0.6467037796974182
25,4999,0.75,0.8303718566894531,,
25,5049,0.8125,0.711860179901123,,
25,5099,0.84375,0.6231530904769897,,
25,5147,,,0.8276299238204956,0.6466270089149475
26,5149,0.875,0.5033338069915771,,
26,5199,0.90625,0.43641892075538635,,
26,5249,0.75,0.8572981953620911,,
26,5299,0.84375,0.5977960824966431,,
26,5345,,,0.8276299238204956,0.6463951468467712
27,5349,0.8125,0.702195405960083,,
27,5399,0.78125,0.7836282849311829,,
27,5449,0.875,0.521409273147583,,
27,5499,0.84375,0.5928471684455872,,
27,5543,,,0.8276299238204956,0.6464322805404663
28,5549,0.78125,0.778005063533783,,
28,5599,0.8125,0.6722139120101929,,
28,5649,0.8125,0.6720284819602966,,
28,5699,0.90625,0.4174400269985199,,
28,5741,,,0.8276299238204956,0.6463532447814941
29,5749,0.875,0.5192448496818542,,
29,5799,0.8125,0.6753671765327454,,
29,5849,0.75,0.8466962575912476,,
29,5899,0.78125,0.7997545599937439,,
29,5939,,,0.8276299238204956,0.6472156047821045
