epoch,step,train_acc,train_loss,val_acc,val_loss
0,49,0.75,0.8523256182670593,,
0,99,0.6875,1.1036297082901,,
0,149,0.78125,0.7813681960105896,,
0,197,,,0.8263624906539917,0.7239421606063843
1,199,0.90625,0.5748040676116943,,
1,249,0.8125,0.684219479560852,,
1,299,0.8125,0.7234668731689453,,
1,349,0.71875,0.9292321801185608,,
1,395,,,0.8263624906539917,0.6595098376274109
2,399,0.78125,0.8097741603851318,,
2,449,0.8125,0.7029657363891602,,
2,499,0.875,0.5461170077323914,,
2,549,0.8125,0.6823954582214355,,
2,593,,,0.8263624906539917,0.6596567630767822
3,599,0.90625,0.4579158425331116,,
3,649,0.78125,0.7398484349250793,,
3,699,0.75,0.8716132044792175,,
3,749,0.875,0.5005059838294983,,
3,791,,,0.8263624906539917,0.6601659059524536
4,799,0.90625,0.4064747393131256,,
4,849,0.84375,0.6041976809501648,,
4,899,0.78125,0.7790013551712036,,
4,949,0.9375,0.36688119173049927,,
4,989,,,0.8263624906539917,0.6540860533714294
5,999,0.96875,0.26189500093460083,,
5,1049,0.75,0.8826115131378174,,
5,1099,0.90625,0.4485044777393341,,
5,1149,0.9375,0.36912912130355835,,
5,1187,,,0.8263624906539917,0.6572319269180298
6,1199,0.78125,0.757921576499939,,
6,1249,0.90625,0.4477536678314209,,
6,1299,0.96875,0.3654020428657532,,
6,1349,0.90625,0.4201379418373108,,
6,1385,,,0.8263624906539917,0.6567096710205078
7,1399,0.78125,0.7770698070526123,,
7,1449,0.75,0.8906944990158081,,
7,1499,0.6875,1.0700232982635498,,
7,1549,0.71875,0.9952718615531921,,
7,1583,,,0.8263624906539917,0.6713610291481018
8,1599,0.90625,0.4132157862186432,,
8,1649,0.875,0.5405983924865723,,
8,1699,0.875,0.5237175822257996,,
8,1749,0.84375,0.5956519842147827,,
8,1781,,,0.8263624906539917,0.6779984831809998
9,1799,0.875,0.5294350981712341,,
9,1849,0.78125,0.7757131457328796,,
9,1899,0.78125,0.7873644232749939,,
9,1949,0.84375,0.6277592778205872,,
9,1979,,,0.8263624906539917,0.6564368009567261
10,1999,0.84375,0.612160861492157,,
10,2049,0.8125,0.7372266054153442,,
10,2099,0.8125,0.7060526609420776,,
10,2149,0.84375,0.6189391016960144,,
10,2177,,,0.8263624906539917,0.6625482439994812
11,2199,0.90625,0.4113258123397827,,
11,2249,0.84375,0.6352512836456299,,
11,2299,0.71875,0.9486362338066101,,
11,2349,0.84375,0.6317044496536255,,
11,2375,,,0.8263624906539917,0.6523853540420532
12,2399,0.78125,0.8260840773582458,,
12,2449,0.84375,0.6435313820838928,,
12,2499,0.71875,0.9032731056213379,,
12,2549,0.8125,0.6994597315788269,,
12,2573,,,0.8263624906539917,0.6531280875205994
13,2599,0.8125,0.6945917010307312,,
13,2649,0.84375,0.6085860133171082,,
13,2699,0.84375,0.6180373430252075,,
13,2749,0.875,0.492191880941391,,
13,2771,,,0.8263624906539917,0.6530654430389404
14,2799,0.90625,0.472034752368927,,
14,2849,0.71875,0.940201461315155,,
14,2899,0.625,1.2057183980941772,,
14,2949,0.71875,0.8929261565208435,,
14,2969,,,0.8263624906539917,0.6546223163604736
15,2999,0.875,0.5245903730392456,,
15,3049,0.90625,0.45474720001220703,,
15,3099,0.78125,0.7692071199417114,,
15,3149,0.78125,0.7895694971084595,,
15,3167,,,0.8263624906539917,0.6529327630996704
16,3199,0.84375,0.5930656790733337,,
16,3249,0.75,0.8489357233047485,,
16,3299,0.84375,0.6059499979019165,,
16,3349,0.84375,0.5917543172836304,,
16,3365,,,0.8263624906539917,0.6660767197608948
17,3399,0.78125,0.7919337153434753,,
17,3449,0.8125,0.7210962176322937,,
17,3499,0.625,1.1377992630004883,,
17,3549,0.84375,0.6247758269309998,,
17,3563,,,0.8263624906539917,0.6527987122535706
18,3599,0.90625,0.42180752754211426,,
18,3649,0.65625,1.124582052230835,,
18,3699,0.75,0.893828272819519,,
18,3749,0.75,0.8209051489830017,,
18,3761,,,0.8263624906539917,0.6557243466377258
19,3799,0.78125,0.7551801204681396,,
19,3849,0.75,0.8537823557853699,,
19,3899,0.90625,0.4510064125061035,,
19,3949,0.90625,0.41852664947509766,,
19,3959,,,0.8263624906539917,0.654934287071228
20,3999,0.8125,0.6739518642425537,,
20,4049,0.84375,0.6186001300811768,,
20,4099,0.8125,0.7024978995323181,,
20,4149,0.78125,0.7639973163604736,,
20,4157,,,0.8263624906539917,0.6529827117919922
21,4199,0.75,0.8243674039840698,,
21,4249,0.90625,0.4658355712890625,,
21,4299,0.75,0.8699819445610046,,
21,4349,0.8125,0.6936222910881042,,
21,4355,,,0.8263624906539917,0.6516305208206177
22,4399,0.6875,1.04610276222229,,
22,4449,0.6875,0.9830551743507385,,
22,4499,0.84375,0.5971881151199341,,
22,4549,0.875,0.5143603682518005,,
22,4553,,,0.8263624906539917,0.6537520289421082
23,4599,0.90625,0.4420510232448578,,
23,4649,0.8125,0.6910669207572937,,
23,4699,0.75,0.8600195646286011,,
23,4749,0.875,0.538336992263794,,
23,4751,,,0.8263624906539917,0.656619668006897
24,4799,0.78125,0.825535237789154,,
24,4849,0.84375,0.6135661005973816,,
24,4899,0.96875,0.2868236303329468,,
24,4949,1.0,0.2490500956773758,,
24,4949,,,0.8263624906539917,0.6514725685119629
25,4999,0.625,1.1998668909072876,,
25,5049,0.84375,0.5935022830963135,,
25,5099,0.75,0.8253218531608582,,
25,5147,,,0.8263624906539917,0.6508842706680298
26,5149,0.90625,0.4348409175872803,,
26,5199,0.6875,1.0334690809249878,,
26,5249,0.9375,0.3642745912075043,,
26,5299,0.75,0.8416923880577087,,
26,5345,,,0.8263624906539917,0.6558788418769836
27,5349,0.75,0.8707643151283264,,
27,5399,0.84375,0.5851258635520935,,
27,5449,0.71875,0.9191263914108276,,
27,5499,0.90625,0.47957831621170044,,
27,5543,,,0.8263624906539917,0.6561299562454224
28,5549,0.90625,0.4587443172931671,,
28,5599,0.84375,0.6382805705070496,,
28,5649,0.90625,0.4258493185043335,,
28,5699,0.78125,0.8211650848388672,,
28,5741,,,0.8263624906539917,0.6543282866477966
29,5749,0.78125,0.7569804787635803,,
29,5799,0.78125,0.7712726593017578,,
29,5849,0.71875,0.9093474745750427,,
29,5899,0.78125,0.760918140411377,,
29,5939,,,0.8263624906539917,0.6513152122497559
30,5949,0.875,0.4968615174293518,,
30,5999,0.84375,0.6001840233802795,,
30,6049,0.75,0.8491671085357666,,
30,6099,0.875,0.5229845643043518,,
30,6137,,,0.8263624906539917,0.6512870192527771
31,6149,0.8125,0.6815098524093628,,
31,6199,0.875,0.5384619832038879,,
31,6249,0.75,0.8262633085250854,,
31,6299,0.8125,0.7092054486274719,,
31,6335,,,0.8263624906539917,0.650880753993988
32,6349,0.6875,1.0972682237625122,,
32,6399,0.875,0.542579174041748,,
32,6449,0.8125,0.6700356006622314,,
32,6499,0.75,0.8393033742904663,,
32,6533,,,0.8263624906539917,0.6520346403121948
33,6549,0.875,0.5173953175544739,,
33,6599,0.9375,0.35664212703704834,,
33,6649,0.84375,0.6049672365188599,,
33,6699,0.84375,0.626867949962616,,
33,6731,,,0.8263624906539917,0.6512213945388794
34,6749,0.75,0.8480002284049988,,
34,6799,0.84375,0.6118021607398987,,
34,6849,0.78125,0.807533323764801,,
34,6899,0.9375,0.3490197956562042,,
34,6929,,,0.8263624906539917,0.6545223593711853
35,6949,0.8125,0.6721014976501465,,
35,6999,0.875,0.5079166293144226,,
35,7049,0.8125,0.6840927004814148,,
35,7099,0.84375,0.5960639119148254,,
35,7127,,,0.8263624906539917,0.6514482498168945
36,7149,0.90625,0.4449146091938019,,
36,7199,0.84375,0.6056585311889648,,
36,7249,0.8125,0.6752505302429199,,
36,7299,0.90625,0.44603970646858215,,
36,7325,,,0.8263624906539917,0.6529735326766968
37,7349,0.8125,0.6770852208137512,,
37,7399,0.9375,0.3703030049800873,,
37,7449,0.90625,0.45655128359794617,,
37,7499,0.8125,0.7042852640151978,,
37,7523,,,0.8263624906539917,0.6522226929664612
38,7549,0.8125,0.677290141582489,,
38,7599,0.9375,0.350893497467041,,
38,7649,0.875,0.5210385918617249,,
38,7699,0.875,0.5201786160469055,,
38,7721,,,0.8263624906539917,0.6529216170310974
39,7749,0.84375,0.5899809002876282,,
39,7799,0.75,0.8092359900474548,,
39,7849,0.8125,0.6868019700050354,,
39,7899,0.9375,0.38560813665390015,,
39,7919,,,0.8263624906539917,0.6624744534492493
40,7949,0.78125,0.7517840266227722,,
40,7999,0.8125,0.6578616499900818,,
40,8049,0.71875,1.0101438760757446,,
40,8099,0.9375,0.37087053060531616,,
40,8117,,,0.8263624906539917,0.6531192660331726
41,8149,0.875,0.5291958451271057,,
41,8199,0.9375,0.35439079999923706,,
41,8249,0.8125,0.6664538383483887,,
41,8299,0.90625,0.41654789447784424,,
41,8315,,,0.8263624906539917,0.652767539024353
42,8349,0.84375,0.5860401391983032,,
42,8399,0.90625,0.41837024688720703,,
42,8449,0.875,0.5264410972595215,,
42,8499,0.875,0.516779899597168,,
42,8513,,,0.8263624906539917,0.6551846861839294
43,8549,0.6875,0.9973777532577515,,
43,8599,0.875,0.518187940120697,,
43,8649,0.8125,0.6993861198425293,,
43,8699,0.875,0.5213392376899719,,
43,8711,,,0.8263624906539917,0.6548616886138916
44,8749,0.90625,0.43440553545951843,,
44,8799,0.71875,0.9147804975509644,,
